Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
gangrenous,0.838047083,2.078501614,8,9,8.889858588
gangster,0.841036938,2.267199926,8,10,9.309196208
gangway,0.626591436,1.358361788,3,4,6.976746501
gannet,0.738133995,1.725745236,4,8,8.098486481
gannett,0.958791653,3.669625989,9,11,11.01050148
gantlet,0.981730154,4.672547763,11,11,11.97918766
gantry,0.729154242,1.858260382,2,3,8.440098561
gao,0.941568001,3.205197896,10,11,10.55070637
gaol,0.954170691,3.59103702,11,11,10.95483208
gap,0.678446572,1.616840242,4,4,7.765214819
gape,0.787935871,2.200721346,11,10,9.318920648
gar,0.943352114,3.387045837,11,11,10.73690291
garage,0.595203681,1.394083872,1,2,6.911022662
garb,0.839838582,2.235874545,8,10,9.204777747
garbage,0.678560911,1.591906788,5,6,7.71710109
garbageman,0.965331188,4.031995004,11,11,11.42815169
garble,0.83716162,2.50412195,4,11,9.806030072
garbo,0.437615904,1.010735127,2,3,5.47646357
garcia,0.788191856,2.119890576,3,10,9.071432933
garcon,0.975967127,4.371701322,11,11,11.67537601
garden,0.533412301,1.319976397,0,2,6.35513407
gardener,0.713168856,1.652300819,4,6,7.88122802
gardenia,0.869963377,2.744213377,7,11,10.17804333
gardner,0.868674488,2.649432871,4,11,9.957952096
gareth,0.763957843,2.06411375,4,3,8.800779669
garfield,0.764949209,1.742261559,5,8,8.181916221
garfish,,,,,
gargantuan,0.983017524,4.420537497,11,11,11.66782301
gargle,0.857759635,2.600150161,11,11,9.971973869
gargoyle,0.955611659,3.757007875,11,11,11.1643229
garish,0.895651685,3.034428305,5,11,10.49411967
garishly,0.947256004,3.350550374,11,11,10.70519199
garland,0.772586158,1.72883463,6,8,8.205552493
garlic,0.698359988,1.4206582,6,7,7.457353047
garment,0.49856952,1.137008256,2,3,5.894117777
garner,0.694286448,1.450371009,4,8,7.519435333
garnet,0.921559757,3.388045401,6,11,10.90225598
garnett,0.930818258,3.186262517,10,11,10.58390783
garnish,0.955668232,3.529249317,10,11,10.89658204
garnisheeing,0.990265255,4.680608379,11,11,11.86878335
garonne,0.635651304,1.426032873,3,3,7.121326508
garret,0.814401314,2.278900041,2,11,9.433634251
garrett,0.920445829,2.865391639,10,11,10.16871006
garrison,0.685348153,1.417555074,5,6,7.350899805
garrulous,0.967974167,3.831900382,10,11,11.19010247
garter,0.700846434,1.601289535,4,5,7.717785681
garth,0.927373612,3.061957419,11,11,10.38898409
garvey,0.436247658,1.114670955,1,2,5.259467508
gary,0.913551002,3.035283171,11,11,10.39435926
garza,0.989918178,4.933142849,11,11,12.12504668
gas,0.266560115,0.971793432,0,1,2.943920627
gascon,0.884434645,2.753818676,5,11,10.06443662
gasconade,0.983683125,4.634610942,11,11,11.87225993
gaseous,0.352779479,1.073716773,0,1,4.151798997
gash,0.838721652,2.272770337,6,10,9.299952781
gasification,0.980321827,4.259752557,11,11,11.55186272
gasket,0.854205967,2.334597705,10,10,9.396103808
gaslight,0.65736638,1.426134234,3,5,7.277146544
gasohol,0.670125526,1.437243558,4,6,7.29668642
gasoline,0.420000723,1.114168588,0,1,5.118878675
gasp,0.726064774,1.803748438,5,9,8.339484512
gaspe,0.796047182,1.897831694,5,9,8.533533403
gassy,0.890051524,2.802098004,8,11,10.1094804
gaston,0.90394205,3.035178434,6,11,10.47162174
gastric,0.740481383,1.649812023,4,7,7.957505343
gastroenteritis,0.991620413,4.781175439,11,11,11.93453484
gastrointestinal,0.909028056,2.64500778,9,10,9.868212156
gastropod,0.946181877,3.414831137,8,11,10.75791315
gasworks,0.937405333,3.445167415,11,11,10.87674821
gate,0.473698961,1.207509043,1,2,5.642114271
gatehouse,0.767265992,1.772817473,6,8,8.238748304
gatekeeper,0.876791725,2.509589456,6,10,9.626802649
gatepost,0.896044689,2.918252944,11,11,10.33536272
gateshead,,,,,
gateway,0.66614196,1.518736846,2,4,7.489820834
gather,0.516263217,1.240848611,1,2,6.132353187
gatherer,0.672445424,1.705415358,2,2,7.936761237
gathering,0.782212633,1.898640243,7,9,8.538683666
gator,0.889261536,2.840333415,11,11,10.22789589
gatsby,0.958668416,3.826269987,11,11,11.2094844
gaucho,0.702299327,1.475279149,5,7,7.509593086
gaudily,,,,,
gaudiness,0.99261339,4.792421009,11,11,11.9472842
gaudy,0.643073331,1.40296172,3,4,7.105547956
gauge,0.645310402,1.410890965,5,5,7.189938262
gaul,0.667434247,1.462203748,3,5,7.352532302
gaulle,0.906922373,2.595673361,9,10,9.814944414
gaunt,0.760517827,1.997114206,2,10,8.820353259
gauntlet,0.820343957,2.126949513,5,9,8.966632105
gauntly,0.812549616,2.366419591,3,11,9.599316278
gaussian,0.793370025,1.686547298,8,9,8.238762415
gautama,0.821042385,1.995790215,7,9,8.744963992
gauze,0.641680998,1.229783095,6,6,6.938986014
gauzy,0.851710548,2.427065952,10,10,9.611986585
gavel,0.885087219,2.875365252,4,11,10.3046042
gavin,0.784433549,1.92364955,3,9,8.610841051
gawain,0.641382955,1.360252188,4,5,7.030803818
gawk,0.881115697,2.981734204,11,11,10.65385544
gawky,0.896684463,2.723261607,11,10,9.97248903
gay,0.627383179,1.562402445,1,2,7.455164285
gaye,0.94055092,3.341037611,11,11,10.69240046
gayeties,0.980999274,4.3216492,11,11,11.59874061
gayle,,,,,
gaylord,0.836931169,2.233055809,5,10,9.279109415
gayly,0.86266949,2.621349405,5,11,9.921360905
gaza,0.718660628,1.489649336,6,7,7.605284625
gaze,0.727509973,1.837372381,5,9,8.406394974
gazebo,0.771927804,2.112641519,1,3,9.098797275
gazelle,0.689194276,1.587462019,2,6,7.696920198
gazer,,,,,
gazette,0.90971903,2.925401315,9,11,10.25981512
gdansk,0.910677404,2.774340265,10,11,10.05417525
gear,0.463560386,1.167013858,0,2,5.591765949
gearshift,0.793174891,1.789540705,6,8,8.357239425
gearwheel,0.626205905,1.380941513,3,4,7.02199025
gearwheels,0.620088214,1.367423436,3,4,6.959853831
ged,0.952868989,3.691815909,6,11,11.09849931
gee,0.740487168,2.094569705,1,2,9.25040973
gees,0.839040265,2.509601158,9,11,9.887188899
geez,0.641695036,1.662435474,0,1,7.878779459
geezer,0.970127652,3.995872229,11,11,11.32523658
gehrig,0.603530125,1.244310368,3,5,6.790583496
geiger,0.8581487,2.238688618,10,10,9.301914189
gelatin,0.849510135,2.318696407,7,10,9.358550624
gelatine,0.869995614,2.745627586,5,11,10.05548062
gelatinous,0.8804308,2.582821535,5,10,9.756537337
geld,0.484978199,1.134355667,2,2,5.759947689
gelding,0.902753192,2.713231105,10,10,9.948581723
gelt,,,,,
gem,0.72719085,1.817103228,3,10,8.399024164
geminus,0.858608865,2.294965893,6,10,9.282557701
gemstone,0.656947566,1.317363632,5,6,7.107363914
gen,0.899747848,2.829060795,11,11,10.14387795
gena,0.810513621,2.067490956,6,9,8.918586519
genco,0.93658136,3.165419234,9,11,10.48823812
gendarme,0.66111753,1.531382522,4,3,7.342764544
gender,0.612664867,1.188457842,5,6,6.742295558
gene,0.566284124,1.183359335,4,4,6.415839851
genealogical,0.880109558,2.617169287,11,10,9.808428503
general,0.364554638,1.086143348,1,1,4.13901391
generalissimo,0.917726325,2.810097077,9,10,10.06247535
generality,0.935826208,3.119666802,10,11,10.46010563
generalization,0.823671812,2.062644751,7,9,8.891408663
generalize,0.827026274,2.131908485,9,10,9.013011444
generally,0.548124911,1.289980674,2,2,6.433014601
generalship,0.968846453,3.993977667,11,11,11.3126464
generate,0.588947368,1.286270504,3,4,6.632491835
generation,0.646853916,1.413059561,3,5,7.211809633
generative,,,,,
generator,0.540168881,1.15236186,4,4,6.211644393
generic,0.946134932,3.522331541,11,11,10.9059518
generically,,,,,
generosity,0.777530197,1.949248006,3,9,8.645009017
generous,0.626304581,1.720328914,0,1,8.044535479
generously,0.906240555,2.975439959,11,11,10.33060648
genesee,0.874493462,2.387649115,7,10,9.439304509
genesis,0.747834959,1.630227666,5,7,7.919127353
genetic,0.570942925,1.192045521,4,4,6.451840124
genetically,0.837446787,1.942461182,9,9,8.75853645
geneticist,0.930937264,2.944733384,10,11,10.27620406
geneva,0.714303878,1.591635417,4,7,7.799661775
genevan,,,,,
genevieve,0.894654795,2.981328272,11,11,10.49961985
genghis,0.731035074,1.613539264,5,7,7.8415104
genial,0.84752485,2.31188611,11,10,9.334907585
geniality,,,,,
genially,0.935917398,3.356121425,11,11,10.73979739
genie,0.800926494,2.119021456,5,10,9.055909556
genii,0.87001159,2.465193932,10,10,9.617551927
genital,0.689814365,1.402166837,5,7,7.36073896
genitive,0.878442873,2.445287043,7,10,9.519684937
genius,0.728999345,1.813031566,0,9,8.405328633
genoa,0.558182884,1.447519107,1,2,6.702620407
genocide,,,,,
genoese,0.822981224,2.209018565,3,10,9.283318375
genotype,,,,,
genovese,0.733316529,1.789389313,3,10,8.395710405
genre,0.972740137,4.013856067,11,11,11.34316657
gent,0.836737507,2.163674127,5,9,9.057551207
genteel,0.843126418,2.400112,3,10,9.572019148
gentian,0.948365617,3.418877475,9,11,10.76256799
gentile,0.717938346,1.565499025,4,7,7.714798948
gentility,0.882299218,2.568698429,8,10,9.738874809
gentle,0.534945962,1.316889586,1,2,6.327575383
gentled,0.966559256,3.951356404,11,11,11.29610871
gentlefolk,,,,,
gentleman,0.71051371,1.754383222,1,9,8.191279613
gentlemanly,0.922341795,3.155281001,11,11,10.5670955
gentleness,0.735766559,1.994139135,1,2,8.912312122
gentles,0.928418082,3.233676993,11,11,10.61875341
gentlewoman,0.874548436,2.527433091,8,10,9.656252403
gently,0.605544267,1.416039373,3,3,7.007924003
gentry,0.881383264,2.484553046,8,10,9.602773299
genuflect,0.747407171,1.586121641,5,8,7.887025318
genuine,0.780352997,2.221102349,5,11,9.369619321
genuinely,0.8541138,2.576222726,11,11,9.911902994
genuineness,,,,,
genus,0.788247991,1.860335006,5,9,8.459346568
geode,0.850084635,2.664052364,3,11,10.12078515
geodetic,0.9877274,4.565484201,11,11,11.7855579
geoffrey,0.945895841,3.438499014,9,11,10.79631408
geographer,0.530651347,1.186849481,3,3,6.168405378
geographic,0.672542799,1.399029862,5,7,7.319008136
geographical,0.763758079,1.747155768,5,8,8.191878389
geographically,0.816299704,1.942137754,6,9,8.662961239
geography,0.525880559,1.168906408,2,3,6.153458636
geologic,0.736449648,1.656598612,6,7,7.960730234
geological,0.932553913,3.02015458,10,11,10.34398605
geologically,0.872199197,2.342699717,8,10,9.362793159
geologist,0.501380771,1.326485361,0,1,6.046517015
geology,0.649382449,1.648195794,1,2,7.769532861
geometric,0.752667455,1.840890365,3,9,8.372698003
geometrical,0.906499106,2.813995816,7,10,10.05750618
geometrically,0.9555464,3.621196766,11,11,10.97696684
geometry,0.78983565,2.097422212,9,10,9.046449647
geophysical,0.961165222,3.853546098,7,11,11.21428793
geophysicist,,,,,
georg,0.937076609,3.99652323,11,11,11.84722964
george,0.608745687,1.632827946,1,1,7.583989893
georgetown,0.79996272,2.161382923,4,10,9.093259832
georgette,0.915089455,2.99629046,11,11,10.36672083
georgia,0.4543643,1.127545764,1,2,5.439501886
georgian,0.87411659,2.607715487,8,10,9.84509994
georgiana,0.956208771,3.549853153,11,11,10.9096251
georgianna,0.905798769,2.816141392,8,10,10.0459395
georgie,0.809879777,2.0486184,7,9,8.871856582
georgina,0.822018945,2.091452848,5,9,8.919439735
geosyncline,0.914130087,2.722181471,9,10,9.968639366
geothermal,0.718417232,1.528736337,5,7,7.658211412
ger,0.943237656,3.928177014,4,11,11.54302912
gerald,0.818927879,2.251967155,9,10,9.361696776
geraldine,0.871030882,3.125197462,2,11,11.0934235
geraldo,0.733228393,2.868963752,1,1,15.90477059
geranium,0.803110456,2.190786589,2,10,9.309746619
gerard,0.92567142,3.822346212,11,11,11.68898337
gerber,0.889673483,2.801959613,11,11,10.15693109
gerbil,0.703953019,1.607025143,7,7,7.803319037
gerda,0.949794131,3.833888096,5,11,11.32744655
gerhard,0.908131621,2.764433846,8,10,9.980149514
geri,0.919316608,3.135007271,11,11,10.58672829
geriatric,0.832475185,2.082977672,4,10,8.977844689
germ,0.302264196,0.964110563,0,1,3.812341318
german,0.459956616,1.095041706,1,2,5.538365293
germane,,,,,
germanic,0.701343008,1.60371424,3,5,7.733717038
germanium,0.993969985,4.859487556,11,11,11.99330886
germans,0.484233293,1.128767181,3,2,5.719509898
germantown,0.886186205,2.544102337,9,10,9.706246498
germany,0.423352738,1.063576088,2,2,5.152155353
germinate,0.428627855,1.200919172,0,1,5.010193481
germination,0.855782745,2.27606107,6,10,9.254332673
germinative,,,,,
germy,0.812261196,2.182371387,3,10,9.195113692
geronimo,0.734414262,1.845565706,4,3,8.294396301
gerontologists,0.701104126,1.498305636,5,6,7.536057376
gerri,0.761628524,1.797824477,4,8,8.287636862
gerry,0.859961242,2.420646044,11,10,9.527321392
gershwin,0.379718411,0.980543184,2,2,4.869196816
gertie,0.807677585,2.155756471,5,10,9.131577428
gertrude,0.862851273,2.475887192,10,10,9.643779602
gertrudis,0.933448414,3.111239169,9,11,10.41402753
gerund,0.444308096,0.966034949,4,4,5.532070091
gestapo,0.819019917,2.111838601,5,10,8.993084572
gestation,0.913687991,2.795597996,10,10,10.05643302
gesticulate,0.914914351,3.107414555,11,11,10.50710768
gesticulation,0.830492249,2.035604427,6,9,8.85608955
gesture,0.683333083,1.635409132,4,4,7.820799207
get,0.338446872,1.029089529,0,1,4.128116524
getaway,0.870611742,2.464559034,8,10,9.581460558
getty,0.945602376,3.581823082,11,11,11.01646114
gettysburg,0.6528658,1.36673263,4,6,7.129017717
getup,0.746283328,1.846557402,4,6,8.309764064
gewgaw,0.962384841,3.825771571,11,11,11.17906341
geyser,0.768360911,1.924609692,4,10,8.610533366
ghana,0.583134192,1.496309871,0,1,7.123676936
ghanaian,0.92194394,2.914600545,9,11,10.197458
ghanian,0.912345695,2.844898517,8,10,10.09447805
ghastliness,0.853921012,2.40019767,6,9,9.406194137
ghastly,0.862127844,2.522894093,11,10,9.765589463
ghats,0.850262796,2.104664558,8,9,8.981292929
ghent,0.798974889,1.999824779,4,9,8.756217599
gherkin,0.871778173,2.443834042,8,10,9.53543034
ghetto,0.720792425,1.690849037,5,7,7.98868853
ghettoizing,0.986374619,4.506402269,11,11,11.74186546
ghost,0.736574715,1.940925985,1,10,8.746603447
ghostly,0.833661358,2.380959428,11,10,9.587487616
ghostwriter,0.989896208,4.663507927,11,11,11.85657763
ghoul,0.798191755,2.201630649,3,11,9.271153556
ghoulish,0.938487822,3.27774661,10,11,10.66534586
giant,0.635632044,1.652033455,0,2,7.814826636
giantess,0.757282017,1.679572817,6,7,8.036136091
gibber,0.914961163,3.033617316,11,11,10.38098856
gibberish,0.963551304,3.936603129,11,11,11.32023588
gibbon,0.777799447,1.956718632,6,9,8.624010345
gibbous,0.577262108,1.605197,0,1,7.394902501
gibbs,0.786152656,2.387396728,0,0,10.02429248
gibe,0.949979064,3.392252637,10,11,10.7511174
gibraltar,0.615778052,1.408471932,3,3,7.004109738
gibson,0.562212166,1.479530259,1,1,6.820498852
giddily,0.955081702,3.6261384,11,11,10.98652808
giddy,0.805357362,2.239969102,3,10,9.296760757
gideon,0.884826185,2.46410611,10,10,9.634292888
gifford,0.77441798,1.813677845,6,8,8.324097513
gift,0.60909483,1.39956293,3,3,7.00778471
gig,0.852127044,2.642122018,11,11,10.11829073
gigantic,0.72358266,1.762871631,3,9,8.217328241
gigged,0.947012162,3.31762867,10,11,10.67495699
giggle,0.646339502,1.52465147,3,3,7.454471427
giggly,0.957470351,3.777581239,11,11,11.13529171
gil,0.804945718,2.473813564,0,11,10.07704292
gila,0.882696225,2.727758637,4,11,10.06859552
gilbert,0.692183589,1.549865268,2,7,7.672313299
gilberte,0.929585061,3.091906368,11,11,10.41280584
gild,0.639464318,1.500204294,2,3,7.343782362
gilda,0.804417722,2.189426826,3,10,9.221362181
giles,0.832281148,2.476334786,3,11,9.817390041
gill,0.399067114,1.087075455,0,1,4.957190939
gilled,0.958190286,3.734731516,8,11,11.07287001
gillespie,0.785892135,1.862071469,6,8,8.474170446
gillette,0.898064568,2.801687882,11,11,10.08817388
gillian,0.91546313,2.947957835,8,11,10.24035795
gilligan,0.886704795,3.106045115,3,11,10.8917103
gillis,0.814608193,2.23867183,3,10,9.295029463
gilman,0.834536464,2.189272094,4,10,9.15802223
gimbals,0.893442401,2.469277326,9,10,9.623732856
gimlet,0.910640787,3.036673452,11,11,10.47925623
gimme,0.772569653,1.851817683,5,9,8.422404831
gimmick,0.917780981,3.124289275,11,11,10.49593764
gimpy,0.739353711,1.829018492,4,4,8.292611664
gin,0.725252814,1.634778915,4,7,7.894309549
gina,0.75627041,2.027955825,3,10,8.93401911
ginger,0.734448236,1.661765231,4,9,8.048210575
gingerbread,0.738091213,1.819356502,6,9,8.379435536
gingerly,0.848472178,2.359412109,5,10,9.424313458
gingersnaps,0.933853475,3.537211569,11,11,11.04337511
gingham,0.827222077,2.174210923,4,10,9.118183398
ginkgo,0.903536755,2.816786947,8,10,10.0435115
ginned,0.880926289,2.612176663,6,10,9.812641308
ginny,0.842594394,2.695445542,2,11,10.39270493
gino,0.765999225,1.839330317,5,8,8.376431028
ginsberg,0.851844119,2.077898692,8,10,8.977302521
ginsburg,0.964557395,3.876596129,11,11,11.26719697
ginseng,0.779602162,1.621327747,8,8,8.092598765
giotto,0.803385507,2.596851322,2,2,10.59601197
giovanna,0.984631142,4.65515092,11,11,11.90605818
giovanni,0.798459593,1.908864487,5,9,8.559558564
gipsy,0.934586051,3.520889329,11,11,11.05246006
giraffe,0.526072103,1.379521868,0,1,6.269209561
girard,0.962591543,3.721470659,11,11,11.07545762
gird,0.913874676,3.031112863,11,11,10.39150512
girder,0.809038626,2.073026734,7,9,8.90469934
girdle,0.628782374,1.34723561,3,5,6.998098693
girl,0.501224565,1.162880107,2,2,5.98972975
girlfriend,0.763255992,1.986744892,6,10,8.80927454
girlhood,0.947055222,3.459953132,11,11,10.84696207
girlish,0.886429274,2.841387977,5,11,10.2465654
girlishly,0.925894989,3.158340406,11,11,10.51807126
girly,0.797598199,2.149173722,3,10,9.08922132
girth,0.915250899,2.946566311,11,11,10.25411556
gist,0.878041465,2.662707475,9,10,9.937112116
giuseppe,,,,,
give,0.295086429,0.93480715,0,1,3.974979063
giveaway,0.93744783,3.332308458,11,11,10.69871246
giver,0.740703425,1.67031347,5,7,7.994012043
giza,0.843347291,2.155587417,9,10,9.099664856
gizzard,0.807551036,1.914926129,7,9,8.621729376
glace,0.914130087,2.722181471,9,10,9.968639366
glaces,0.962709283,3.932263438,11,11,11.27918679
glacial,0.689780344,1.509574917,4,6,7.524717894
glaciate,0.880109834,2.821314823,4,11,10.25330071
glaciation,0.753305963,1.671362665,5,8,8.031928049
glacier,0.543488309,1.363435186,0,2,6.496220046
glad,0.514393769,1.200510654,1,2,6.121845492
gladden,0.897232894,3.109379172,11,11,10.73737157
glade,0.843500073,2.46268552,11,11,9.701573209
gladiator,0.626144077,1.432623139,1,4,7.058171536
gladiatorial,0.957852732,3.613324356,9,11,10.96550915
gladiolus,0.949186601,3.662556631,7,11,11.02805373
gladly,0.770292419,2.0127926,4,10,8.855332156
gladness,0.893412717,2.80834628,11,11,10.15087817
glads,,,,,
gladstone,0.793604685,2.07565815,4,10,8.913641187
gladys,0.849059538,2.458528818,10,10,9.721723396
glamor,0.95807973,3.831032253,11,11,11.23515812
glamorous,0.848476551,2.387205184,5,10,9.448290427
glamour,0.894311283,2.712738331,9,10,9.943337989
glamourous,0.923961042,3.036614005,8,11,10.32441489
glamours,0.95877828,3.823103588,11,11,11.2039555
glance,0.709014133,1.742451159,3,4,8.13661785
gland,0.465406987,1.1663889,1,2,5.566372674
glandular,0.929100946,3.24634834,11,11,10.61467541
glare,0.735685937,1.835294338,5,9,8.410367187
glasgow,0.742189277,1.822447907,3,8,8.315124131
glass,0.483011501,1.257061236,0,1,5.830444649
glassblower,0.967602177,3.864209392,11,11,11.20805644
glassful,0.83344992,2.471607503,4,11,9.726405834
glassily,0.885268092,2.694695799,11,10,9.954633588
glassman,0.946804095,3.26896634,10,11,10.63982893
glassware,0.963667783,3.890508003,11,11,11.26880057
glasswares,0.964089186,3.755973635,11,11,11.11004444
glassy,0.804915162,2.086504438,9,10,8.973155217
glaucoma,0.935273893,3.064915994,10,11,10.41032004
glaze,0.804819616,2.092509512,6,10,8.957501382
glazier,0.910158023,2.838133712,8,10,10.09751459
gleam,0.755834998,1.891772474,5,9,8.516964977
glean,0.926559076,3.170038137,11,11,10.52070883
gleaner,0.913550117,2.779201625,9,10,10.00220811
gleason,0.85392822,2.043658854,9,10,8.961138207
glee,0.860038934,2.510923416,7,10,9.710588751
gleeful,0.953357732,3.549806848,11,11,10.91185082
gleefully,0.890631284,2.771040106,11,11,10.0594149
glen,0.879018939,2.662861623,8,11,9.939550805
glenda,0.588717537,1.296557752,4,4,6.705148196
glendale,0.950288502,3.364277809,10,11,10.73470509
glenn,0.860185021,2.417444238,11,10,9.52722076
glennie,0.681092394,1.436717826,5,6,7.358444157
glib,0.892272476,2.885521938,11,11,10.31842745
glibly,0.877388634,2.658636812,4,11,9.94528135
glide,0.541181994,1.290951843,1,2,6.394733939
glider,0.471151544,1.240786483,1,2,5.493749266
glimmer,0.770536655,2.072510934,2,10,8.992973135
glimmering,0.951746898,3.611571514,11,11,10.97019442
glimpse,0.734933156,1.887752763,8,10,8.564835519
glinda,0.661764311,1.488858276,3,4,7.365086981
glint,0.794763705,2.135795285,4,10,9.086026089
glisten,0.705372094,1.691349005,4,9,8.014209705
glitter,0.66281872,1.561608592,3,3,7.54303148
glittery,0.923304523,3.453327894,4,11,11.00828189
gloaming,0.919691208,3.156775605,11,11,10.56760875
gloat,0.855321447,2.457696626,3,10,9.641797276
glob,0.837862349,2.370286979,7,10,9.502499897
global,0.422503292,1.170375923,1,1,4.920156185
globe,0.340207655,1.065117397,0,1,3.873057996
globetrotter,0.353383293,0.887807833,3,3,4.870578423
globular,,,,,
globule,0.9222884,2.919142909,9,11,10.22904239
globulin,0.928311396,3.01814917,9,11,10.30335398
glom,0.966372925,4.37793492,11,11,11.86443493
gloom,0.798084808,2.106714566,8,10,9.038512616
gloomily,0.772058711,2.106910718,6,10,9.130217943
gloomy,0.742943929,1.926332457,8,10,8.666916618
glop,0.942285122,3.746145967,11,11,11.28925636
gloria,0.816385839,2.294001812,1,10,9.477032032
glorification,,,,,
glorify,0.904925828,2.743290175,10,10,10.00375611
glorious,0.667303669,1.55992648,4,5,7.597328207
gloriously,0.849002238,2.522545784,11,11,9.813448556
glory,0.588048625,1.364563808,1,3,6.819726538
gloss,0.805097519,2.045155132,4,9,8.821669521
glossary,0.472280223,1.171579204,2,2,5.63493424
glossy,0.546980795,1.27963377,2,2,6.379828238
glottis,0.940665338,3.135400776,10,11,10.49463252
gloucester,0.756051538,1.729431421,5,8,8.161996348
gloucestershire,0.889607237,2.411260502,9,10,9.52784263
glove,0.353690807,1.042088357,0,1,4.217105211
glow,0.535801895,1.28833309,1,2,6.28836835
glower,0.847511841,2.577361302,11,11,9.984051717
glowingly,0.886383231,2.580450892,8,10,9.729614651
glowworm,0.436918187,1.128392477,1,2,5.307230952
glowworms,0.418908876,1.097104903,1,1,5.136146625
glucagon,0.952383722,3.40063618,10,11,10.77710484
glucose,0.729541574,1.65877887,4,7,7.924264195
glue,0.713640902,1.79816661,3,3,8.291057048
gluey,0.95771605,3.714471629,11,11,11.10805402
glum,0.844095717,2.46169393,11,10,9.704637834
glumly,0.885239552,2.789179734,11,11,10.15362789
gluon,0.924251095,2.826593339,10,11,10.13378498
glut,0.965970762,3.770455259,10,11,11.13443729
gluteal,0.931201867,3.200266765,8,11,10.5023157
gluten,0.989919559,4.664586246,11,11,11.85734889
glutinous,0.973625602,4.167523693,11,11,11.47118417
glutton,0.754202739,1.799934069,3,9,8.299073456
gluttonize,,,,,
gluttonous,,,,,
gluttony,0.913900894,2.904936334,8,11,10.19827519
glycerin,0.942832857,3.239090607,9,11,10.58503744
glycerine,0.886172126,2.599083222,6,10,9.775866159
glycerol,0.886858984,2.415842687,8,10,9.525359265
glycogen,0.750723053,1.63961224,5,8,7.99657027
glyph,0.969744836,3.97632435,11,11,11.3089103
gnarl,0.753160719,1.800685971,4,8,8.293377814
gnarly,0.91448107,2.84185134,9,10,10.08551828
gnash,0.893560322,2.795635712,11,11,10.1090547
gnat,0.900456116,2.923652278,11,11,10.31060058
gnaw,0.603970796,1.482749586,1,2,7.090381531
gneiss,0.696940901,1.508711632,4,6,7.541716797
gnocchi,0.862343877,2.425464551,6,10,9.512827237
gnome,0.954282515,3.889800722,11,11,11.36077942
gnomish,0.763368539,1.936329035,4,10,8.583383497
gnomon,0.7638441,1.98286355,4,5,8.603039893
gnu,0.970596329,4.367383291,11,11,11.78602823
goa,0.945486486,3.308764647,9,11,10.65577378
goad,0.772773792,2.269868101,1,2,9.630033007
goal,0.347995952,1.150788783,0,1,3.088903784
goalie,0.281452451,0.856154085,2,2,4.181040333
goalkeeper,0.195907509,0.830283127,1,1,3.047414598
goalpost,0.530851578,1.051422574,4,5,6.166604529
goat,0.623501796,1.51029557,0,2,7.361283467
goatee,0.803636771,1.964815026,6,9,8.65041842
goatherd,0.922086943,3.122549069,11,11,10.46859733
goatskin,0.83261644,2.354724314,11,10,9.51301525
gob,0.864248668,2.67403804,11,11,10.0599492
gobbet,0.976565702,4.156821555,11,11,11.46609885
gobble,0.566013077,1.268390953,1,4,6.596061563
gobbler,0.731780493,2.076407298,1,2,9.146933947
gobi,0.624777941,1.377783422,3,3,7.004963458
goblet,0.583112273,1.521103991,1,2,7.013129391
goblin,0.833163937,2.475244376,11,11,9.814177301
god,0.297055407,0.989912508,0,1,3.547744468
godchild,,,,,
goddammit,0.555805,1.158158089,3,4,6.39708452
goddamn,0.871310382,2.595142775,11,10,9.850802238
goddamned,0.894887486,2.966367095,11,11,10.43574052
goddard,0.857936061,2.377301074,10,10,9.460889698
goddess,0.425996831,1.165063852,1,1,4.941961712
godfather,0.943051334,3.407679508,11,11,10.78772851
godforsaken,0.869228638,2.348907581,9,10,9.43101754
godfrey,0.72786505,2.065378959,0,2,9.111749644
godhead,0.891870583,2.736469074,11,11,10.02069869
godless,0.94650249,3.27678498,10,11,10.64261403
godlike,0.857781914,2.341322978,8,10,9.371851454
godliness,0.968230323,4.357151442,11,11,11.78358979
godly,0.631660515,1.272842711,4,6,6.918033889
godmother,0.645298132,1.371346208,4,5,7.071336915
godparent,0.931869961,3.381495334,11,11,10.82355677
godsend,0.840607165,2.455015794,2,11,9.731578198
godspeed,0.79027441,2.015938987,3,10,8.85412708
godwin,0.895724889,2.590858735,7,10,9.753869314
goebbels,0.852652335,2.516533704,5,11,9.727082271
goer,0.880383579,2.677626204,11,11,9.953424209
goering,0.875413374,2.88587482,4,11,10.42495567
goethals,0.970927791,3.958714948,11,11,11.29437068
goethe,0.869923046,2.454443459,7,10,9.535140018
goggle,0.764022752,1.909861845,5,10,8.617789078
gogo,0.964319395,3.991187394,11,11,11.35427721
goings,0.806636196,2.20098101,3,10,9.222445326
goiter,0.885096098,2.438916148,8,10,9.523667721
goiters,0.939546243,3.112219323,10,11,10.46879436
gold,0.571695021,1.265107391,2,3,6.556461299
golda,0.787255062,1.863483349,6,9,8.465519471
goldberg,0.922094321,3.076152764,9,11,10.44636771
golden,0.576280757,1.381720555,1,2,6.714922985
goldenrod,0.688228614,1.38233061,6,7,7.360926083
goldenrods,0.95686817,3.514407207,10,11,10.89130393
goldfinch,0.935798319,3.74081753,5,11,11.32086702
goldfish,0.713767112,1.908494545,0,10,8.778687355
goldie,0.716467437,2.019358199,0,2,9.059575371
